query_id,map,recall_100,recall_1000,ndcg_cut_10,ndcg_cut_1000
d40a44b633a216fc65484a60dadd48ac,0.0,0.0,0.0,0.0,0.0
1200cc678dce697633576f9941994baa,0.009009009009009009,0.0,1.0,0.0,0.1468999356504447
e54f68f74633d43b86d0247af6197544,0.2,1.0,1.0,0.38685280723454163,0.38685280723454163
e874f77079e2943bfe8c7ab5985bba33,0.06666666666666667,1.0,1.0,0.0,0.25
910db656ed939dbb0b017843db25e2b5,0.0,0.0,0.0,0.0,0.0
328e016c9773ff748f749f1fdd081b8d,0.3333333333333333,1.0,1.0,0.5,0.5
ef401e491a89991d822ec491f94e3639,0.5185758685758686,0.8571428571428571,1.0,0.5091710640558333,0.5924377538384444
58693f8e42bc57d9db6db40b90b142de,1.0,1.0,1.0,1.0,1.0
0b155c7fdc95ddd69962e106dfaed576,0.7,1.0,1.0,0.8503449055347546,0.8503449055347546
721f5289656546b698a36571b2d86c4b,0.7916666666666666,1.0,1.0,0.7689785477691615,0.7689785477691615
cc613b02ecdaf8f4e2e025008eb8680c,0.0,0.0,0.0,0.0,0.0
40a8df88721f3a9f1363c47c7d996d5e,0.0,0.0,0.0,0.0,0.0
dfe9c87036812c15b429bfaa041ee6c2,0.0,0.0,0.0,0.0,0.0
286b151fe9f88f9457878c2655e4f2da,0.0673076923076923,1.0,1.0,0.0,0.2809072421011261
27d5a858b54377ad38312dc515812683,0.0,0.0,0.0,0.0,0.0
c62b2b80a8db46cbcb0866776a155ae9,0.0,0.0,0.0,0.0,0.0
504ba8f0091eef715f16ccbb63ed5ac9,0.0,0.0,0.0,0.0,0.0
2eff8040c4e28557c51361ab9b8db57d,0.19806225725205626,0.9,1.0,0.06362078819895171,0.4878510443891661
30c3ebbc6708a3454d82f9a8c11796fa,0.1111111111111111,1.0,1.0,0.3010299956639812,0.3010299956639812
2fae882aa26665d7522162f134babcdf,0.0,0.0,0.0,0.0,0.0
a64207e4bf8ec20e09918f9831197c50,0.2,1.0,1.0,0.38685280723454163,0.38685280723454163
1f50741d080a161ff0cde0b31cfd685e,0.0,0.0,0.0,0.0,0.0
82cd19fadb27746d99d5e6d818097910,0.0,0.0,0.0,0.0,0.0
dc1849c0ec8ffd02455d02e00a690950,0.0,0.0,0.0,0.0,0.0
c613c39de9464d090499baed3e86eec5,0.0,0.0,0.0,0.0,0.0
343570543e89b17f992e31c939eb8baf,1.0,1.0,1.0,1.0,1.0
45d19e089d62f6d06d3fbb1676ae4b85,0.8095238095238094,1.0,1.0,0.9467676761267002,0.9467676761267002
1f4a02148d3138e7a04d14cca49f0f4e,0.0,0.0,0.0,0.0,0.0
7fc59cf2e1511d45688b1b9e6c90b1f5,0.0,0.0,0.0,0.0,0.0
